record_id,year,issue,printed_page,page_span,primary_heading,persons_places,content_summary,evidence_status,source_drive_id,source_sha256,source_bytes,pdf_pages,transcription_guard
BL21-1910-12-P05-07,1910,12,5-7,5-7,Воды в пустыне (Исаия 35:6),Ф. П. Балихин; Таганрог; Мелитополь; Бердянск; Тихорецкая; Большой Токмак; Харьков; Екатеринослав,"Нумерованный миссионерский обзор поездок и публичных собраний в театрах, домах и залах. Итог автора к 1910 году: 52 устроенных собрания и 126 произнесенных проповедей; после собраний в Бердянске, по его сообщению, образовалась община более 30 человек.",PRIMARY_FULL_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,"География, числа и результаты являются собственным отчетом пресвитера Ф. П. Балихина; не выдавать их за независимую статистику."
BL21-1910-12-P07,1910,12,7,7,Из письма бр. Ф. П. Балихина,Ф. П. Балихин; Москва; Астрахань; Севастополь; С. Т. Шпак; Марфа Семеновна,"Письмо от 26 октября 1910 года сообщает о трех московских собраниях, проповеди в Астрахани, участии 9 октября в освящении молитвенного дома духовных молокан в Севастополе и вечере любви 25 октября в доме С. Т. Шпака.",PRIMARY_PAGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,Конфессиональные обозначения и даты сохранять в форме источника; событие в доме Шпака не смешивать с петербургской вечерей любви на с.12-13.
BL21-1910-12-P08,1910,12,8,8,Америка. Сан-Франциско. От брата Т. С. Корнеева,Т. С. Корнеев; Сан-Франциско; Харбин; Гавайские острова; Е. Пономарев; М. Баев; М. Зубачев; П. Моисеенко,"Письмо предупреждает эмигрантов о вербовке на гавайские плантации: обещанные земля, дешевый проезд и хороший заработок не были предоставлены, семьи оказались зависимыми от плантационных магазинов. Братья из Сан-Франциско собрали 300 долларов на переезд нескольких семей с Гавайев.",PRIMARY_PAGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,"Это свидетельство участника помощи, а не полный трудовой или миграционный отчет; имена и сумма цитируются по печатной странице."
BL21-1910-12-P08-09,1910,12,8-9,8-9,От бр. Н. П. Оксотского,Н. П. Оксотский; Витебск; Гуго Карлович Шенгардт; проповедник Крейшмоллер,"Письмо описывает русские собрания внутри небольшой латышской баптистской общины Витебска. Немецкий проповедник Крейшмоллер две недели проводил немецкие, латышские и русские собрания; автор просит прислать постоянного русскоязычного работника и напоминает о прежней высылке евангельских проповедников на Кавказ.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,Немецкие фамилии и латышское руководство требуют authority-проверки; историческое утверждение о высылке пока опирается на письмо.
BL21-1910-12-P09-10,1910,12,9-10,9-10,Миссионерское письмо из Самарской губернии,Кондратенко; Куриловка; Орлов-Гай; Новый Узень; Самарская губерния,"Автор сообщает о трех днях публичных собеседований с православными священниками и миссионерами при аудитории около тысячи человек, затем о ежедневных собраниях, поездке в Орлов-Гай, кратком задержании и распространении книг в нескольких селах.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,Заглавие аналитическое: самостоятельного заголовка нет. Число около 1000 и описание конфликта являются авторским свидетельством.
BL21-1910-12-P10-11,1910,12,10-11,10-11,Личное свидетельство из Харбина,Гурий Павлович Поздняков; Харбин; Маньчжурия; книга «Гусли»,"Автобиографическое письмо рассказывает о долгих религиозных поисках, разговоре со стариком в поезде, чтении книги «Гусли» и последующем знакомстве с харбинскими верующими; автор сообщает об обращении своей семьи.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,Заглавие аналитическое. Не выводить прежнюю конфессиональную принадлежность автора шире того, что он сам сообщает.
BL21-1910-12-P11,1910,12,11,11,Письмо из Херсонской губернии,Ново-Воронцовка; семья Скрипниковых; Херсонская губерния,"Сообщение о смерти пожилой сестры Скрипниковой, ее просьбе о «братском» погребении и решении сына-нотариуса пригласить православного священника. Похороны прошли без ожидавшегося конфликта.",PRIMARY_PAGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,Источник отражает внутреннюю конфессиональную перспективу; точную форму фамилии и топонима сохранять по скану.
BL21-1910-12-P11-12-CONGRESS,1910,12,11-12,11-12,Ко 2-му Всероссийскому Съезду Евангельских христиан в С.-Петербурге,II Всероссийский съезд евангельских христиан; Санкт-Петербург; Фонтанка 94; Фонарный переулок 4-9,"Официальное исправление ноябрьского объявления: съезд переносится с 27 декабря — 1 января на 28 декабря 1910 — 4 января 1911. Молитвенное открытие назначено на 28 декабря в 20:00, первое деловое заседание — на 29 декабря в 10:00; повторены нормы представительства и программа.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,Это финальное предсъездовское расписание в корпусе. Позднейшие отчеты подтверждают фактический период 28 декабря — 4 января; ноябрьские даты считать superseded.
BL21-1910-12-P12-MOLOKAN,1910,12,12,12,Съезд молокан евангелического исповедания,Астраханка Таврической губернии; С. Д. Бондарь; Министерство внутренних дел,Краткое официальное сообщение о разрешенном на 10-11 января 1911 года местном съезде молокан евангелического исповедания для обсуждения регистрации общины и порядка управления ее делами; Министерство командировало представителя С. Д. Бондаря.,PRIMARY_PAGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,Не смешивать это собрание с II Всероссийским съездом евангельских христиан на той же странице.
BL21-1910-12-P12-13,1910,12,12-13,12-13,Из жизни спб. общины евангельских христиан,И. С. Проханов; З. Д. Захаров; Д. И. Мазаев; Фонарный переулок 4-9; Санкт-Петербург,"Отчет о собрании 12 декабря 1910 года с участием депутата З. Д. Захарова и Д. И. Мазаева, бывшего председателя Союза баптистов. Проповеди посвящены прославлению Христа, миру и примирению; Мазаев говорит о мире между людьми и христианами, а Проханов связывает тему с внутренним миром и картиной Иванова «Явление Христа народу».",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,Формулировка должности Мазаева следует печатному тексту. Не превращать совместное выступление в утверждение об организационном слиянии.
BL21-1910-12-P13-14,1910,12,13-14,13-14,Отчет о поступивших деньгах от разных лиц чрез редакцию «Христианин»,Союз евангельских христиан; помощь бедным; Русский евангельский союз; Союз христианской молодежи,"Печатный финансовый отчет распределяет поступления по четырем направлениям: Союз евангельских христиан — 183 руб. 95 коп.; помощь бедным — 6 руб. 35 коп.; Русский евангельский союз — 5 руб.; Союз христианской молодежи — 10 руб.; отдельно 29 руб. 70 коп. на рассылку журнала и духовной литературы нуждающимся.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,Не суммировать с другими месяцами без отдельной годовой сверки; имена жертвователей остаются в скане.
BL21-1910-12-P14-16,1910,12,14-16,14-16,Ему все повинуется,Алексей Калашовский; Екатеринослав,"Назидательная статья на евангельский рассказ об укрощении бури: ученики представлены как образ верующих среди житейских волн, а власть Христа над морем — как основание доверия и надежды.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,Текст богословский; не извлекать из образного языка исторические факты.
BL21-1910-12-P16,1910,12,16,16,Воскресенье или суббота,А. Реймер; книжная рекомендация,"Краткая рекомендация русской брошюры, защищающей празднование воскресенья и отвечающей на субботнические возражения; указана цена 15 копеек.",PRIMARY_PAGE_VISUAL_CHECK,1Tav9_IVWSJ2jqpw3xAJhK5TzDvoWU1l9,4a00b37b5518e8c1d447e00c0efdc4daff4462f3d51c19fb460af239829870ba,7761658,16,"Фамилия передана по подписи А. Реймер; это редакционная рекомендация, а не библиографически полное описание издания."
