record_id,year,issue,printed_page,page_span,primary_heading,persons_places,content_summary,evidence_status,source_drive_id,source_sha256,source_bytes,pdf_pages,transcription_guard
BL20-1910-07-P07-08,1910,7,7-8,PDF 7-8,Письмо из с. Довар,Ф. Н. Б.; Довар; Ставропольская губерния,Short testimony concerns prayer and the recovery of a sick child.,PRIMARY_PAGE_RANGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,The correspondent uses initials only; no identity expansion.
BL20-1910-07-P08-09,1910,7,8-9,PDF 8-9,Письмо из с. Федоровки,Кондрат Григорьевич Гуразда; Федоровка; Августиновка,Report states that a fifteen-member church was baptized on 18 May and documents a burial conflict after a priest initially refused cemetery burial of a six-year-old child of believers.,PRIMARY_PAGE_RANGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,Use neutral wording; the account is a partisan primary testimony and the locality spellings require visual citation.
BL20-1910-07-P09-10,1910,7,9-10,PDF 9-10,Незаслуженные наказания баптистов,И. П. Кушнеров; Аристарх Филиппович Трипольский; Ефим Резник; Трофим Антонович Яценко; Изюм; Киевская губерния,"Kushnerov documents two legal cases: prolonged solitary detention of A. F. Tripolskiy after a blasphemy accusation linked to a Russian-language funeral psalm, and conviction/detention of T. A. Yatsenko for not removing his hat at a prayer service. Dated 14 June 1910.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,Legal details are reported by Kushnerov; court files remain the next corroboration layer.
BL20-1910-07-P10-12,1910,7,10-12,PDF 10-12,Краткий обзор деятельности С.П.Б. Д.К.Е.Х. за три года его существования,Санкт-Петербургский девичий кружок евангельских христиан; Санкт-Петербург,"Three-year report of the St Petersburg girls’ circle, founded 6 January 1907 with sixteen members: women’s evangelistic meetings, choir and Sunday-school work, handicraft sales for mission, poor relief, children’s celebrations, summer shelter, literature distribution and sick visiting. Financial report for 1907-1909 gives income 1,135 rubles 21 kopecks, expenses 985 rubles 35 kopecks and balance 149 rubles 86 kopecks.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,The acronym is interpreted from the article; preserve the original abbreviation alongside the expanded form in publication.
BL20-1910-08-P01-02,1910,8,1-2,PDF 1-2,Письмо от И. П. Кушнерова. Забытая заповедь Господа Иисуса,И. П. Кушнеров; Россия; преследуемые и заключенные верующие,"Kushnerov argues that defense of persecuted believers requires visits, legal aid and material support, not prayer alone. He criticizes the absence of a defined common fund and calls for at least an annual collection for prisoners, legal defense and their families.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1hEn0hvBb5mXu58KNkza2vgoOKeciFoBz,f259338653848c00a26df3f291806115bf7a604f88ce5b59acec30382ca8227a,6044987,12,Institutional criticism is the author’s position; quote exact formulations only from the primary image.
BL20-1910-08-P02-03,1910,8,2-3,PDF 2-3,Смерть от голода в культурной и христианской стране,Александровск; Екатеринославская губерния; врач Поляков; Задунайский,"Eyewitness account dated 20 July 1910 describes a starving woman with an infant collapsing in public, refusal of aid by bystanders and later transport to a municipal hospital, using the case as a Christian appeal against indifference.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1hEn0hvBb5mXu58KNkza2vgoOKeciFoBz,f259338653848c00a26df3f291806115bf7a604f88ce5b59acec30382ca8227a,6044987,12,The report is moral advocacy and an eyewitness claim; do not infer the woman’s later fate.
BL20-1910-08-P04-05,1910,8,4-5,PDF 4-5,Мои грустныя мысли,И. Долинов-Шпиндовский; И. Д. Рабинович; Кишинев; еврейская миссия,Essay argues for permanent local evangelistic centers among Jewish communities rather than rare missionary visits and pamphlet distribution; it recalls I. D. Rabinovich and the former New Testament Israelite temple in Kishinev.,PRIMARY_PAGE_RANGE_VISUAL_CHECK,1hEn0hvBb5mXu58KNkza2vgoOKeciFoBz,f259338653848c00a26df3f291806115bf7a604f88ce5b59acec30382ca8227a,6044987,12,Author surname and historical references should be cited diplomatically; do not turn the essay’s mission strategy into an objective demographic claim.
BL20-1910-08-P05-06,1910,8,5-6,PDF 5-6,Как нас выслали из Ялты,А. Р. М.; генерал-майор Думбадзе; Ялта; Г. П. и Л. П. Костюковы; Р. А. Малей; Ф. И. Жимико; П. И. и У. К. Давыдовы,"First-person account describes six believers ordered by General-Major Dumbadze to leave Yalta within three days as politically unreliable, despite the author’s assertion that the conflict was religious rather than political.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1hEn0hvBb5mXu58KNkza2vgoOKeciFoBz,f259338653848c00a26df3f291806115bf7a604f88ce5b59acec30382ca8227a,6044987,12,Names are read from a difficult list and require page-image citation; the political/religious interpretation is the author’s claim.
BL20-1910-08-P06-10,1910,8,6-10,PDF 6-10,Из уст детей Ты устроил хвалу,хутор Кольцовка; пять братьев; сестра-старушка; восемь девочек 8-13 лет; два мальчика,"Extended narrative of a 7 June 1910 children’s mission trip to the remote farm Koltsovka: two horse wagons carried adult workers and ten schoolchildren, hymns drew villagers, children participated in an open-air evangelistic meeting, and the visit ended with reported prayer, tears and requests for further teaching.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1hEn0hvBb5mXu58KNkza2vgoOKeciFoBz,f259338653848c00a26df3f291806115bf7a604f88ce5b59acec30382ca8227a,6044987,12,The piece is literary reportage with anonymous initials for participants; do not invent identities or exact attendance beyond the text.
BL20-1910-08-P10-11,1910,8,10-11,PDF 10-11,От Е. Сологуба из Ревеля,Е. Сологуб; Ревель; А. А. Рейлор/Рейфер (неуверенное чтение); Я. И. Сиваков; д-р М. М. Никулина,"Letter sketches the small Russian evangelical community in Revel, the visit of a Petersburg brother, lack of preachers and meeting space, the opening of meetings in sister Gakke’s home and later reconciliation and support associated with Ya. I. Sivakov.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1hEn0hvBb5mXu58KNkza2vgoOKeciFoBz,f259338653848c00a26df3f291806115bf7a604f88ce5b59acec30382ca8227a,6044987,12,One visitor surname is palaeographically uncertain; retain the ambiguous printed form until a second witness is found.
BL20-1910-08-P12-NEWS,1910,8,12,PDF 12,Разныя известия,Михаил Кривенко; Герюсовка; Елисаветпольская губерния; Иван Степанович Культенко; П. Дацко; Афанасий Адрианович Хмельницкий; Белгород,"News page records the death of Mikhail Krivenko from cholera on 20 July 1910 after five years of suffering for the faith, leaving seven children, and asks readers to place at least two orphans. It also advertises evangelical tracts and one-month regent/violin training in Belgorod.",PRIMARY_PAGE_VISUAL_CHECK,1hEn0hvBb5mXu58KNkza2vgoOKeciFoBz,f259338653848c00a26df3f291806115bf7a604f88ce5b59acec30382ca8227a,6044987,12,The orphan appeal is time-specific historical evidence; do not present the address as current.
BL20-1910-08-P12-REVIEW,1910,8,12,PDF 12,Воскресенье или суббота,И. К. Вязовский,Short review praises a booklet arguing for the historical and theological primacy of Sunday observance over Sabbath observance.,PRIMARY_PAGE_VISUAL_CHECK,1hEn0hvBb5mXu58KNkza2vgoOKeciFoBz,f259338653848c00a26df3f291806115bf7a604f88ce5b59acec30382ca8227a,6044987,12,"This is a review of another publication, not an original doctrinal treatise in the issue."
