record_id,year,issue,printed_page,page_span,primary_heading,persons_places,content_summary,evidence_status,source_drive_id,source_sha256,source_bytes,pdf_pages,transcription_guard
BL23-1907-12-P08-09-OBITUARIES,1907,12,8-9,PDF 8-9,Некрологи Василия Корнеевича Реберта и Маркея Федоровича Трофимова,П. Кульшин; Мариуполь; П. Костромин; Никольское-на-Дону,Первый некролог описывает смерть кузнеца Василия Реберта 24 ноября и оставшихся без средств жену и двух детей. Второй сообщает о смерти Маркея Трофимова 27 октября и просит поддержки для большой семьи и пожилой матери.,PRIMARY_PAGE_RANGE_VISUAL_CHECK,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,"Состав семьи Трофимова передавать по первичному тексту без арифметического пересчёта, пока не проверена генеалогия."
BL23-1907-12-P08-09-KUZMIN,1907,12,8-9,PDF 8-9,От брата В. Л. Кузьмина из Новгорода,В. Л. Кузьмин; Новгородский и Крестецкий уезды; брат Путухон; И. С. Громов; В. И. Долгополов,"За 18 дней Кузьмин посетил около 30 деревень и провёл 18 собраний; аудитории, по его сообщению, составляли примерно 125–350 человек. Упомянут латышский наставник баптистов Путухон и трудившиеся в отсутствие Кузьмина Громов и Долгополов.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,Числа и оценка воздействия проповеди являются миссионерским отчётом; фамилию Путухон проверить по латышским источникам.
BL23-1907-12-P09-10-NAKASHIDZE,1907,12,9-10,PDF 9-10,Письмо княгини Елены Петровны Накашидзе из Тифлиса,Елена Петровна Накашидзе; Тифлис; миссионерская группа,"Письмо описывает домашнее благовестие, регулярные беседы примерно с 15 посетителями и присоединение четырёх человек к церкви. Приведены пожертвования: 35 руб. 85 коп., покупка литературы на 38 руб. 42 коп. и распределение трактатов, Евангелий, журналов и песенников.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,Финансовые суммы относятся к отчёту письма; список жертвователей и названий книг цитировать только со скана.
BL23-1907-12-P10-12-KUSHNEROV,1907,12,10-12,PDF 10-11 и 13; PDF 12 дублирует PDF 11,От брата И. П. Кушнерова из Киева: поездка по югу и правовое положение общин,И. П. Кушнеров; Мелитополь; Астраханка; Ново-Васильевка; Покровка; Шавкай; Большой Токмак; Тимошевка; Скельки; Севастополь; Керчь,"Кушнеров описывает поездку с октября по ноябрь 1907 года, собрания и исцеление больной в Тимошевке, подготовку заявлений об учреждении общин, севастопольскую евангелизацию 3–8 ноября и закрытие некоторых молитвенных собраний. Приведены числа подписантов заявлений: Южное собрание 58, Горское 63, Ново-Васильевское 68, Тимошевское 65. Автор заявляет об отсутствии постоянного содержания и семье из 13 душ.",PRIMARY_PAGE_RANGE_VISUAL_CHECK_WITH_DUPLICATE_CONTROL,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,PDF 11 и 12 идентичны; при ссылках на продолжение использовать уникальную печатную пагинацию. Числа подписантов — данные автора.
BL23-1907-12-P12-PLEGUN,1907,12,12,PDF 13,"Письмо брата Плегуна о работе в Осолинках, Уладовке и Брацлаве",Плегун; Осолинки; Уладовка; Олефирчук; станция Калиновка; Брацлав; брат Сорока; священник Колясковский,"Письмо сообщает о кратких посещениях общин, пробуждении слушателей, появлении группы в Брацлаве через брата Сороку и последующих церковных и административных преследованиях.",PRIMARY_PAGE_VISUAL_CHECK,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,Фамилии и топонимы требуют palaeography/geography контроля; не выводить юридические факты за пределы авторского письма.
BL23-1907-12-P12-13-RAIVOLA,1907,12,12-13,PDF 13-14,Письмо детей Райволского приюта читателям Христианина,Евгений Анисимов; Райволский приют,"Дети описывают молитвенное собрание 18 сентября: просьбу о Святом Духе, слёзы и молитвы, благодарение за прощение и детское собрание. Письмо подписал Евгений Анисимов.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,"Это коллективное религиозное свидетельство, опубликованное редакцией; не трактовать как медицинское или психологическое наблюдение."
BL23-1907-12-P13-INERRANCY,1907,12,13,PDF 14,Братская беседа. К вопросу о достижении непогрешимости,Ф. Бибаев; В. А. Фетлер; Кегель,"Ответ на письмо, опубликованное в №9, отвергает учение о достижении безгрешности в земной жизни и спорит с аргументами, связываемыми автором с Фетлером и Кегелем.",PRIMARY_PAGE_VISUAL_CHECK,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,Полемическая атрибуция взглядов оппонентам является позицией Ф. Бибаева; не представлять её как нейтральное изложение их богословия.
BL23-1907-12-P14-SHIPKOV,1907,12,14,PDF 15,К вопросу о душе,Георгий Шипков; промежуточное состояние души; Вестминстерское исповедание,"Шипков уточняет свою статью из №8 и защищает сознательное состояние души между смертью и воскресением тела, полемизируя с возражением неназванного брата. В доказательстве цитируется определение Вестминстерского исповедания.",PRIMARY_PAGE_VISUAL_CHECK,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,Связывать с №8 с.16–18 как продолжение полемики; не приписывать позицию оппонента конкретному лицу без дополнительного источника.
BL23-1907-12-P14-16-LOANS,1907,12,14-16,PDF 15-17,"Ответ о займах, процентах и коммерческой прибыли",С. А. Акимочкин; Кущевка; О. П. Костюмин,"Развёрнутый ответ различает помощь бедному без расчёта на прибыль и коммерческие займы. Автор допускает справедливое вознаграждение за капитал в хозяйственных делах, но осуждает корыстную эксплуатацию нуждающегося и подчёркивает обязанность щедрости.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,"Это богословско-этическая позиция автора 1907 года, не современная финансовая рекомендация."
BL23-1907-12-P16-DONATIONS,1907,12,16,PDF 17,Нужды и пожертвования,Я. Я. Винс; В. Х. Оффенберг; помощь арестованным; фонды; голодающие,"Финансовый блок за 29 октября — 12 декабря перечисляет адресные пожертвования арестованным, Райволскому приюту, фондам и голодающим. Итог средств для голодающих — 166 руб. 92 коп.; сумма направлялась Я. Я. Винсу для раздачи нуждающимся.",PRIMARY_PAGE_VISUAL_CHECK,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,Исторические адреса и имена жертвователей не являются современными контактными данными; суммы цитировать с указанием периода отчёта.
BL23-1907-12-BINARY-DUPLICATE,1907,12,11,PDF 11 = PDF 12,Точный внутрифайловый дубль печатной страницы 11,локальный PDF; контроль целостности,"Растровые изображения PDF-страниц 11 и 12 имеют одинаковый SHA-256. Файл содержит 17 страниц, но только 16 уникальных печатных страниц, пронумерованных 1–16.",PRIMARY_BINARY_DUPLICATE_VERIFIED,1RGuAsiZ0qXBvBxMVaKLkxTe87P0k8dsx,750b92b27612fac2025b9af2ab94f5c2ea50c19bf199f2c02779d4ea75bac2db,7523727,17,Не считать дубль дополнительной страницей содержания; исходный PDF сохранять без изменения как provenance-объект.
